,name,price,img,about,ing,category
"Daily Bread Bread - Whole Wheat, 400 g Pouch","Daily Bread Bread - Whole Wheat, 400 g Pouch",40,https://www.bigbasket.com/media/uploads/p/s/10000223_1-daily-bread-bread-whole-wheat.jpg,"
            Daily Bread makes this bread with whole wheat that is more nutritious, tastier and healthier than regular white flour bread. These are extremely soft, perfectly baked and uniformly portioned to provide good taste to your palette. Whole wheat bread is a good option for those who are trying to lose weight or planning to opt for a more balanced diet. Daily Bread packages these breads efficiently to avoid contamination or loss of nutritional values. The quality of each pouch is tested to ensure that it is perfectly suitable for consumption.
        ","Daily Bread Bread - Whole Wheat, 400 g Pouch",BREADS & BUNS
"Daily Bread Bread - Brown, 400 g Pouch","Daily Bread Bread - Brown, 400 g Pouch",40,https://www.bigbasket.com/media/uploads/p/s/10000247_3-daily-bread-bread-brown.jpg,"
            Daily Bread Brown Bread is a soft, fresh gluten-free brown loaf with a richly coloured crust, sprinkled with millet flakes. It has all the malt flavour and nutty texture of premium traditional granary bread. It is made with significant amounts of whole grain flour like wheat or rye and other ingredients. It is rich in essential vitamins, iron and other dietary fibres. The fibre present in brown bread takes care of your digestive system and prevents diabetes.
        ","
            Wheat or rye flour, Salt, Sugar, Water, Yeast, etc.
        ",BREADS & BUNS
"Fresho Strawberry, 200 g","Fresho Strawberry, 200 g",55,https://www.bigbasket.com/media/uploads/p/s/10000263-2_7-fresho-strawberry.jpg,"
            Extremely juicy and syrupy, these conical heart shaped fruits have seeds on the skin that give them a unique texture. With a blend of sweet-tart flavour, these are everyone's favourite berries. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/970/strawberry-cheesecake/ 
","Fresho Strawberry, 200 g",EXOTIC FRUITS & VEGGIES
"Fresho Strawberry, 400 g Box","Fresho Strawberry, 400 g Box",118,https://www.bigbasket.com/media/uploads/p/s/10000264-2_6-fresho-strawberry.jpg,"
            Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep.  We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.
        ","Fresho Strawberry, 400 g Box",FRESH FRUITS
"Fresho Orange - Nagpur, Regular, 1 kg","Fresho Orange - Nagpur, Regular, 1 kg",69,https://www.bigbasket.com/media/uploads/p/s/10000266-3_2-fresho-orange-nagpur-regular.jpg,"
            Freshly picked directly from Nagpur farms, Fresho Nagpur oranges are sweet and bursting with juice. These are simple to peel and section. Treat your taste buds with this mouth watering fruit that is sweet and has a distinctive flavour. 
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2315/mango-orange-and-mint-smoothie/ As Season for Oranges is coming to an end,You may find some quality Issue.Our Quality teams are putting their efforst to give you the best of the available lot. If you still encounter any quality challenges, please do let us and we will give the necessary credit
        ","Fresho Orange - Nagpur, Regular, 1 kg",FRESH FRUITS
"Fresho Orange - Nagpur, Regular, 500 g","Fresho Orange - Nagpur, Regular, 500 g",35,https://www.bigbasket.com/media/uploads/p/s/10000267-3_1-fresho-orange-nagpur-regular.jpg,"
            Freshly picked directly from Nagpur farms, Fresho Nagpur oranges are sweet and bursting with juice. These are simple to peel and section. Treat your taste buds with this mouth watering fruit that is sweet and has a distinctive flavour. 
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2315/mango-orange-and-mint-smoothie/ As Season for Oranges is coming to an end,You may find some quality Issue.Our Quality teams are putting their efforst to give you the best of the available lot. If you still encounter any quality challenges, please do let us and we will give the necessary credit
        ","Fresho Orange - Nagpur, Regular, 500 g",FRESH FRUITS
"Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)","Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)",125,https://www.bigbasket.com/media/uploads/p/s/10000268-4_2-fresho-pomegranate.jpg,"
            Pomegranate Kesar has a vibrant, soft and shiny ruby-red skin. This nutritious, antioxidant rich fruit is considered to be a super-food. It is a rich supplier of soluble and insoluble dietary fibers, vitamin K, C, minerals and B-complex vitamins such as B5, B6. 
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Pomegranate, 6 pcs (approx. 1020 to 1200 g)",FRESH FRUITS
"Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)","Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)",105,https://www.bigbasket.com/media/uploads/p/s/10000269-4_2-fresho-pomegranate.jpg,"
            With ruby color and an intense floral, sweet-tart flavor, the pomegranate delivers both taste and beauty. You can remove the skin and the membranes to get at the delicious fruit with nutty seeds. Fresho Pomegranates are finely sorted and graded to deliver the best tasting pomegranates to you.  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1229/pomegranate-cooler/ 
","Fresho Pomegranate, 4 pcs (approx. 800 to 880 g)",FRESH FRUITS
"Fresho Carrot - Ooty, 250 g","Fresho Carrot - Ooty, 250 g",10,https://www.bigbasket.com/media/uploads/p/s/10000270-3_1-fresho-carrot-ooty.jpg,"
            A popular sweet-tasting root vegetable, Carrots are narrow and cone shaped. They have thick, fleshy, deeply colored root, which grows underground, and feathery green leaves that emerge above the ground. While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste. Fresho brings you the flavour and richness of the finest bright orange, crispy and juicy carrots.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1203/carrot-or-gajar-ki-burfi/ 
","Fresho Carrot - Ooty, 250 g",FRESH VEGETABLES
"Fresho Carrot - Ooty, 500 g","Fresho Carrot - Ooty, 500 g",20,https://www.bigbasket.com/media/uploads/p/s/10000271-3_1-fresho-carrot-ooty.jpg,"
            A popular sweet-tasting root vegetable, Carrots are narrow and cone shaped. They have thick, fleshy, deeply colored root, which grows underground, and feathery green leaves that emerge above the ground. While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste. Fresho brings you the flavour and richness of the finest bright orange, crispy and juicy carrots.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1203/carrot-or-gajar-ki-burfi/ 
","Fresho Carrot - Ooty, 500 g",FRESH VEGETABLES
"Fresho Carrot - Ooty, 1 kg","Fresho Carrot - Ooty, 1 kg",39,https://www.bigbasket.com/media/uploads/p/s/10000272_11-fresho-carrot-ooty.jpg,"
            A popular sweet-tasting root vegetable, Carrots are narrow and cone shaped. They have thick, fleshy, deeply colored root, which grows underground, and feathery green leaves that emerge above the ground. While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste. Fresho brings you the flavour and richness of the finest bright orange, crispy and juicy carrots.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1203/carrot-or-gajar-ki-burfi/ 
","Fresho Carrot - Ooty, 1 kg",FRESH VEGETABLES
"Fresho Mushrooms - Button, 200 g","Fresho Mushrooms - Button, 200 g",49,https://www.bigbasket.com/media/uploads/p/s/10000273-2_19-fresho-mushrooms-button.jpg,"
            Buttom mushrooms are very small sized mushrooms with smooth round caps and short stems. They have a mild flavour with a good texture that becomes more fragrant and meaty when cooked. Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/2061/stuffed-mushrooms/ 
","Fresho Mushrooms - Button, 200 g",EXOTIC FRUITS & VEGGIES
"Fresho Beans - Cowpea, 250 g","Fresho Beans - Cowpea, 250 g",16,https://www.bigbasket.com/media/uploads/p/s/10000274-4_2-fresho-beans-cowpea.jpg,"
            Tender, crispy and sweet tasting green cowpea beans have a succulent and pale flesh. These long and slender beans contain lime green peas. They are also known as black-eyed peas and lobia.
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/ 
","Fresho Beans - Cowpea, 250 g",FRESH VEGETABLES
"Fresho Beans - Cowpea, 500 g","Fresho Beans - Cowpea, 500 g",32,https://www.bigbasket.com/media/uploads/p/s/10000275-4_2-fresho-beans-cowpea.jpg,"
            Tender, crispy and sweet tasting green cowpea beans have a succulent and pale flesh. These long and slender beans contain lime green peas. They are also known as black-eyed peas and lobia.
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/ 
","Fresho Beans - Cowpea, 500 g",FRESH VEGETABLES
"Fresho Beans - Cowpea, 1 kg","Fresho Beans - Cowpea, 1 kg",63,https://www.bigbasket.com/media/uploads/p/s/10000276-4_2-fresho-beans-cowpea.jpg,"
            Tender, crispy and sweet tasting green cowpea beans have a succulent and pale flesh. These long and slender beans contain lime green peas. They are also known as black-eyed peas and lobia.
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/ 
","Fresho Beans - Cowpea, 1 kg",FRESH VEGETABLES
"Fresho Knol Khol, 250 g","Fresho Knol Khol, 250 g",8,https://www.bigbasket.com/media/uploads/p/s/10000277-4_2-fresho-knol-khol.jpg,"
            Knol Khols are big, greenish white colored vegetables with long, green extrusions.They have a crispy texture and taste mildly sweet
        ","Fresho Knol Khol, 250 g",FRESH VEGETABLES
"Fresho Knol Khol, 500 g","Fresho Knol Khol, 500 g",16,https://www.bigbasket.com/media/uploads/p/s/10000278-4_1-fresho-knol-khol.jpg,"
            Knol Khols are big, greenish white colored vegetables with long, green extrusions.They have a crispy texture and taste mildly sweet
        ","Fresho Knol Khol, 500 g",FRESH VEGETABLES
"Fresho Knol Khol, 1 kg","Fresho Knol Khol, 1 kg",31,https://www.bigbasket.com/media/uploads/p/s/10000279-4_1-fresho-knol-khol.jpg,"
            Knol Khols are big, greenish white colored vegetables with long, green extrusions.They have a crispy texture and taste mildly sweet
        ","Fresho Knol Khol, 1 kg",FRESH VEGETABLES
"Fresho Pumpkin - Disco, 250 g","Fresho Pumpkin - Disco, 250 g",11,https://www.bigbasket.com/media/uploads/p/s/10000280-4_1-fresho-pumpkin-disco.jpg,"
            The pumpkins have a smooth, yellowish orange skin with a creamish to orange coloured flesh that has a pleasant squash-like taste. Their flat, edible seeds (pepitas) are tender and mildly sweet.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/736/pumpkin-barfi/ 
","Fresho Pumpkin - Disco, 250 g",FRESH VEGETABLES
"Fresho Pumpkin - Disco, 500 g","Fresho Pumpkin - Disco, 500 g",22,https://www.bigbasket.com/media/uploads/p/s/10000281-4_1-fresho-pumpkin-disco.jpg,"
            Disc' shaped pumpkins with smooth, yellowish orange skin have creamish to orange flesh with a pleasant squash-like taste. Their flat, edible seeds ( pepitas) are tender and mildly sweet.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/736/pumpkin-barfi/ 
","Fresho Pumpkin - Disco, 500 g",FRESH VEGETABLES
"Fresho Pumpkin - Disco, 1 kg","Fresho Pumpkin - Disco, 1 kg",42,https://www.bigbasket.com/media/uploads/p/s/10000282-4_1-fresho-pumpkin-disco.jpg,"
            Disc' shaped pumpkins with smooth, yellowish orange skin have creamish to orange flesh with a pleasant squash-like taste. Their flat, edible seeds ( pepitas) are tender and mildly sweet.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/736/pumpkin-barfi/ 
","Fresho Pumpkin - Disco, 1 kg",FRESH VEGETABLES
"Fresho Green Peas, 500 g","Fresho Green Peas, 500 g",30,https://www.bigbasket.com/media/uploads/p/s/10000283-3_3-fresho-green-peas.jpg,"
            Green peas are small, spherical and greenish in colour with a crunchy texture and sweet flavour. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1388/green-peas-soup/ 
","Fresho Green Peas, 500 g",FRESH VEGETABLES
"Fresho Green Peas, 1 kg","Fresho Green Peas, 1 kg",59,https://www.bigbasket.com/media/uploads/p/s/10000284-3_4-fresho-green-peas.jpg,"
            Green peas are small, spherical and greenish in colour with a crunchy texture and sweet flavour. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1388/green-peas-soup/ 
","Fresho Green Peas, 1 kg",FRESH VEGETABLES
"Fresho Groundnut - Fresh, 1 kg","Fresho Groundnut - Fresh, 1 kg",132,https://www.bigbasket.com/media/uploads/p/s/10000285_12-fresho-groundnut-fresh.jpg,"
            Fresh groundnut contains a fibrous brown shell with 2-3 small pods inside which offers a nutty and starchy flavour.
        ","Fresho Groundnut - Fresh, 1 kg",FRESH VEGETABLES
"Fresho Groundnut - Fresh, 500 g","Fresho Groundnut - Fresh, 500 g",66,https://www.bigbasket.com/media/uploads/p/s/10000286_12-fresho-groundnut-fresh.jpg,"
            Fresh groundnut contains a fibrous brown shell with 2-3 small pods inside which offers a nutty and starchy flavour.
        ","Fresho Groundnut - Fresh, 500 g",FRESH VEGETABLES
"Fresho Grapes - Sonaka Seedless, 1 kg","Fresho Grapes - Sonaka Seedless, 1 kg",115,https://www.bigbasket.com/media/uploads/p/s/10000287-3_4-fresho-grapes-sonaka-seedless.jpg,"
            Juicy and snappy, with a beautiful balance of sweet and tart flavour, these grape bunches have a lingering taste.  Do not tire yourselves searching for an unspoiled fruit, we have hand picked and finely packed fresho green seedless grapes which are just a few clicks away.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2251/fruit-punch/ 
","Fresho Grapes - Sonaka Seedless, 1 kg",EXOTIC FRUITS & VEGGIES
